Year,Week,Position,Title,Artist,Spotify_title,Spotify_artist,Spotify_artist_id,Duration,Spotify_popularity,Album_name,Release_date,Genres
2016,40,7,Cheap thrills,Sia feat Sean Paul,Cheap Thrills (feat. Sean Paul),"Sia, Sean Paul",5WUlDfRSoLAfcVSX1WnrxN 3Isy6kedDrgPYoTS1dazA9,224493.0,63.0,This Is Acting (Deluxe Version),2016-10-21,"australian dance, australian pop, dance pop, pop, dance pop, dancehall, pop rap"
2016,40,8,The greatest,"Sia, Kendrick Lamar",The Greatest (feat. Kendrick Lamar),"Sia, Kendrick Lamar",5WUlDfRSoLAfcVSX1WnrxN 2YZyLoL8N0Wb9xBt1NhZWg,210226.0,68.0,This Is Acting (Deluxe Version),2016-10-21,"australian dance, australian pop, dance pop, pop, conscious hip hop, hip hop, rap, west coast rap"
2016,40,9,We don't talk anymore,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),"Charlie Puth, Selena Gomez",6VuMaDnrHyPL1p4EHjYLi7 0C8ZW7ezQVs4URX5aX7Kqx,217706.0,68.0,Nine Track Mind,2016-01-29,"dance pop, pop, viral pop, dance pop, pop, post-teen pop"
2016,40,10,Can't stop the feeling!,JT,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,31TPClRtHm23RisEBtV3X7,237546.0,72.0,TROLLS (Original Motion Picture Soundtrack),2016-09-23,"dance pop, pop"
2016,40,11,I hate u I love u,"Gnash, Olivia O'Brien","i hate u, i love u (feat. olivia o'brien)","gnash, Olivia O'Brien",3iri9nBFs9e4wN7PLIetAw 1QRj3hoop9Mv5VvHQkwPEp,251033.0,77.0,us,2016-03-25,"pop, alt z, dance pop, electropop, pop, post-teen pop"
2016,40,12,Send my love (to your new lover),Adele,Send My Love (To Your New Lover),Adele,4dpARuHxo51G3z768sgnrY,223078.0,72.0,25,2015-11-20,"british soul, pop, pop soul, uk pop"
2016,40,13,This is what you came for,"Calvin Harris, Rihanna",This Is What You Came For,"Calvin Harris, Rihanna",7CajNmpbOovFoOoasH2HaY 5pKCCKE2ajJHZ9KAiaK11H,222160.0,81.0,This Is What You Came For,2016-04-29,"dance pop, edm, electro house, house, pop, progressive house, uk dance, barbadian pop, dance pop, pop, urban contemporary"
2016,40,14,One dance,"Drake, Wizkid, Kyla",One Dance,"Drake, Wizkid, Kyla",3TVXtAsR1Inumwj472S9r4 3tVQdUvClmAT7URs9V3rsp 77DAFfvm3O9zT5dIoG0eIO,173986.0,85.0,Views,2016-05-06,"canadian hip hop, canadian pop, hip hop, rap, toronto rap, afro dancehall, afropop, azonto, nigerian hip hop, nigerian pop, uk funky"
2016,40,15,My way,Calvin Harris,My Way,Calvin Harris,7CajNmpbOovFoOoasH2HaY,219159.0,75.0,My Way,2016-09-16,"dance pop, edm, electro house, house, pop, progressive house, uk dance"
2016,40,16,Don't let me down,"The Chainsmokers, Daya",Don't Let Me Down,"The Chainsmokers, Daya",69GGBxA162lTqCwzJG5jLp 6Dd3NScHWwnW6obMFbl1BH,208373.0,79.0,Don't Let Me Down,2016-02-05,"dance pop, edm, electropop, pop, pop dance, tropical house, alt z, dance pop, edm, electropop, pop, pop dance, post-teen pop, tropical house"
2016,40,17,Ride,Twentyøne Piløts,Ride,Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,214506.0,81.0,Blurryface,2015-05-15,"modern rock, rock"
2016,40,18,Perfect strangers,"Jonas Blue, JP. Cooper",Perfect Strangers,"Jonas Blue, JP Cooper",1HBjj22wzbscIZ9sEb5dyf 4kYGAK2zu9EAomwj3hXkXy,196613.0,75.0,Blue,2018-11-09,"dance pop, edm, pop, pop dance, tropical house, uk dance, dance pop, neo mellow, pop, tropical house"
2016,40,19,Side to side,"Ariana Grande, Nicki Minaj",Side To Side,"Ariana Grande, Nicki Minaj",66CXWjxzNUsdJxJ2JdwvnR 0hCNtLu0JehylgoiP8L4Gh,226160.0,67.0,Dangerous Woman,2016-05-20,"dance pop, pop, dance pop, hip pop, pop, queens hip hop, rap"
2016,40,20,Sucker for pain,"Lil Wayne, Imagine Dragons, Ty Dolla $ign, Wiz Khalifa, X Ambassadors, Logic","Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","Lil Wayne, Wiz Khalifa, Imagine Dragons, X Ambassadors, Logic, Ty Dolla $ign",55Aa2cqylxrFIXC767Z865 137W8MRPWKqSmrBGDBFSop 53XhwfbYqKCa1cC15pYq2q 3NPpFNZtSTHheNBaWC82rB 4xRYI6VqpkE3UwrDrAZL8L 7c0XG5cIJTrrAgEC3ULPiq,243490.0,76.0,Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),2016-06-24,"hip hop, new orleans rap, pop rap, rap, trap, dance pop, hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap, modern rock, rock, modern alternative rock, modern rock, pop, pop rap, pop rock, rock, stomp pop, conscious hip hop, dmv rap, hip hop, pop rap, rap, dance pop, hip hop, pop, pop rap, r&b, southern hip hop, trap, trap soul"
2016,40,21,Into you,Ariana Grande,Into You,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,244453.0,69.0,Dangerous Woman,2016-05-20,"dance pop, pop"
2016,40,22,Too good,"Drake, Rihanna",Too Good,"Drake, Rihanna",3TVXtAsR1Inumwj472S9r4 5pKCCKE2ajJHZ9KAiaK11H,263373.0,74.0,Views,2016-05-06,"canadian hip hop, canadian pop, hip hop, rap, toronto rap, barbadian pop, dance pop, pop, urban contemporary"
2016,40,23,In the name of love,"Martin Garrix, Bebe Rexha",In the Name of Love,"Martin Garrix, Bebe Rexha",60d24wfXkVzDSfLS6hyCjZ 64M6ah0SkkRsnPGtGiRAbb,195706.0,78.0,In the Name of Love,2016-07-29,"dance pop, dutch edm, edm, electro house, pop, pop dance, progressive house, tropical house, dance pop, edm, pop, post-teen pop"
2016,40,24,Broccoli,"D.R.A.M., Lil Yachty",Broccoli,"DRAM, Lil Yachty",5M0lbkGluOPXLeFjApw8r8 6icQOAFXDZKsumw3YXyusw,225205.0,67.0,Broccoli,2016-04-06,"pop rap, rap, underground hip hop, virginia hip hop, atl hip hop, hip hop, melodic rap, rap, trap, underground hip hop"
2016,40,25,Needed me,Rihanna,Needed Me,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,191600.0,81.0,ANTI (Deluxe),2016-01-28,"barbadian pop, dance pop, pop, urban contemporary"
2016,40,26,Starboy,"The Weeknd, Daft Punk",Starboy,"The Weeknd, Daft Punk",1Xyo4u8uXC1ZmMpatF05PJ 4tZwfgrHOc3mvqYlEYSvVi,230453.0,89.0,Starboy,2016-11-25,"canadian contemporary r&b, canadian pop, pop, electro, filter house"
2016,40,27,Don't be so shy (Filatov & Karas remix),Imany,Don't Be So Shy - Filatov & Karas Remix,"Imany, Filatov & Karas",74eY8wbrhhVD7pACbBHwHw 5NW2uPFatEKjZQ5gpWD8HO,191371.0,41.0,Don't Be So Shy (Filatov & Karas Remix),2016-10-06,"french indie pop, russian dance, russian edm, russian pop"
2016,40,28,Perfect illusion,Lady Gaga,Perfect Illusion,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,182000.0,62.0,Joanne (Deluxe),2016-10-21,"art pop, dance pop, pop"
2016,40,29,Ain't my fault,Zara Larsson,Ain't My Fault,Zara Larsson,1Xylc3o4UrD53lo9CvFvVg,224030.0,68.0,So Good,2017-03-17,"dance pop, edm, electropop, pop, pop dance, post-teen pop, scandipop, swedish electropop, swedish pop, tropical house"
2016,40,30,Gold,Kiiara,Gold,Kiiara,4u5smJBskI6Adzv08PuiUP,225882.0,62.0,low kii savage,2016-03-22,"alt z, dance pop, electropop, indie poptimism, pop, post-teen pop"
2016,40,31,Starving,"Hailee Steinfeld, Grey, Zedd",Starving,"Hailee Steinfeld, Grey, Zedd",5p7f24Rk5HkUZsaS3BLG5F 4lDBihdpMlOalxy1jkUbPl 2qxJFvFYMEDqd7ui6kSAcq,181880.0,74.0,Starving,2016-07-22,"dance pop, pop, post-teen pop, pop edm, complextro, dance pop, edm, electro house, electropop, german techno, pop, pop dance, pop rap, post-teen pop, tropical house"
2016,40,32,Good grief,Bastille,Good Grief,Bastille,7EQ0qTo7fWT7DPxmxtSYEc,206493.0,63.0,Wild World (Complete Edition),2016-09-09,"metropopolis, modern rock, pop, pop rock"
2016,40,33,Up&Up,Coldplay,Up&Up,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,405320.0,68.0,A Head Full of Dreams,2015-12-04,"permanent wave, pop"
2016,40,34,Forever country,"Artists Of Then, Now, Forever",Forever Country,"Artists Of Then, Now & Forever",0KlSW3j5fUEfej47FOrBMr,242480.0,60.0,Forever Country,2016-09-16,
2016,40,35,Hymn for the weekend,Coldplay,Hymn for the Weekend,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,258266.0,84.0,A Head Full of Dreams,2015-12-04,"permanent wave, pop"
2016,40,36,Luv,Tory Lanez,LUV,Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,228640.0,67.0,I Told You,2016-08-19,"canadian hip hop, canadian trap, melodic rap, pop, pop rap, r&b, rap, toronto rap, trap"
2016,40,37,The ocean,"Mike Perry, Shy Martin",The Ocean (feat. Shy Martin),"Mike Perry, shy martin",6lB8vOoI4DRrrVxXwuV19c 7eCmccnRwPmRnWPw61x6jM,183414.0,71.0,The Ocean (feat. Shy Martin),2016-04-15,"dance pop, edm, electro house, pop, pop dance, pop edm, swedish tropical house, tropical house, alt z, australian pop, electropop, pop, post-teen pop, swedish electropop"
2016,40,38,Toothbrush,DNCE,Toothbrush,DNCE,6T5tfhQCknKG4UnH90qGnz,231813.0,66.0,DNCE,2016-11-18,"dance pop, edm, pop, post-teen pop"
2016,40,39,I took a pill in Ibiza - SeeB remix,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,"Mike Posner, Seeb",2KsP6tYLJlTBvSUxnwlVWa 5iNrZmtVMtYev5M9yoWpEq,197933.0,72.0,"At Night, Alone.",2016-05-06,"dance pop, edm, pop, pop rap, dance pop, edm, electro house, norwegian pop, pop, pop dance, pop edm, tropical house"
2016,40,40,Dont mind,Kent Jones,Don't Mind,Kent Jones,3jHBxvZ9gbBkZ17wKUqVsO,198236.0,62.0,Don't Mind,2016-04-25,"miami hip hop, viral trap"
2016,41,1,Closer,"The Chainsmokers, Halsey",Closer,"The Chainsmokers, Halsey",69GGBxA162lTqCwzJG5jLp 26VFTg2z8YR0cCuwLzESi2,244960.0,84.0,Closer,2016-07-29,"dance pop, edm, electropop, pop, pop dance, tropical house, dance pop, electropop, etherpop, indie poptimism, pop"
2016,41,2,Let me love you,"DJ Snake, Justin Bieber",Let Me Love You,"DJ Snake, Justin Bieber",540vIaP2JwjQb9dm3aArA4 1uNFoZAHBGtllmzznpCI3s,205946.0,83.0,Encore,2016-08-05,"dance pop, edm, electronic trap, pop, pop dance, pop rap, canadian pop, pop"
2016,41,3,Cold water,"Major Lazer, Justin Bieber, Mø",Cold Water,"Major Lazer, Justin Bieber, MØ",738wLrAtLtCtFOLvQBXOXp 1uNFoZAHBGtllmzznpCI3s 0bdfiayQAKewqEvaU6rXCv,185360.0,67.0,Cold Water,2016-07-22,"dance pop, edm, electro house, moombahton, pop, pop dance, pop rap, tropical house, canadian pop, pop, dance pop, danish pop, edm, electropop, pop, tropical house"
2016,41,4,Heathens,Twenty One Pilots,Heathens,Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,195920.0,81.0,Heathens,2016-06-16,"modern rock, rock"
2016,41,5,Treat you better,Shawn Mendes,Treat You Better,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,187973.0,83.0,Illuminate,2017-04-20,"canadian pop, dance pop, pop, viral pop"
2016,41,6,Starboy,"The Weeknd, Daft Punk",Starboy,"The Weeknd, Daft Punk",1Xyo4u8uXC1ZmMpatF05PJ 4tZwfgrHOc3mvqYlEYSvVi,230453.0,89.0,Starboy,2016-11-25,"canadian contemporary r&b, canadian pop, pop, electro, filter house"
2016,41,7,The greatest,"Sia, Kendrick Lamar",The Greatest (feat. Kendrick Lamar),"Sia, Kendrick Lamar",5WUlDfRSoLAfcVSX1WnrxN 2YZyLoL8N0Wb9xBt1NhZWg,210226.0,68.0,This Is Acting (Deluxe Version),2016-10-21,"australian dance, australian pop, dance pop, pop, conscious hip hop, hip hop, rap, west coast rap"
2016,41,8,Cheap thrills,Sia feat Sean Paul,Cheap Thrills (feat. Sean Paul),"Sia, Sean Paul",5WUlDfRSoLAfcVSX1WnrxN 3Isy6kedDrgPYoTS1dazA9,224493.0,63.0,This Is Acting (Deluxe Version),2016-10-21,"australian dance, australian pop, dance pop, pop, dance pop, dancehall, pop rap"
2016,41,9,This girl,Kungs vs Cookin' On 3 Burners,This Girl (Kungs Vs. Cookin' On 3 Burners),"Kungs, Cookin' On 3 Burners",7keGfmQR4X5w0two1xKZ7d 726MxZBpkxnnoKl6aN7mmj,195546.0,76.0,Layers,2016-11-04,"edm, pop dance, tropical house, bboy, funk, instrumental funk, modern funk"
2016,41,10,I hate u I love u,"Gnash, Olivia O'Brien","i hate u, i love u (feat. olivia o'brien)","gnash, Olivia O'Brien",3iri9nBFs9e4wN7PLIetAw 1QRj3hoop9Mv5VvHQkwPEp,251033.0,77.0,us,2016-03-25,"pop, alt z, dance pop, electropop, pop, post-teen pop"
2016,41,11,My way,Calvin Harris,My Way,Calvin Harris,7CajNmpbOovFoOoasH2HaY,219159.0,75.0,My Way,2016-09-16,"dance pop, edm, electro house, house, pop, progressive house, uk dance"
2016,41,12,We don't talk anymore,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),"Charlie Puth, Selena Gomez",6VuMaDnrHyPL1p4EHjYLi7 0C8ZW7ezQVs4URX5aX7Kqx,217706.0,68.0,Nine Track Mind,2016-01-29,"dance pop, pop, viral pop, dance pop, pop, post-teen pop"
2016,41,13,Can't stop the feeling!,JT,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,31TPClRtHm23RisEBtV3X7,237546.0,72.0,TROLLS (Original Motion Picture Soundtrack),2016-09-23,"dance pop, pop"
2016,41,14,Send my love (to your new lover),Adele,Send My Love (To Your New Lover),Adele,4dpARuHxo51G3z768sgnrY,223078.0,72.0,25,2015-11-20,"british soul, pop, pop soul, uk pop"
2016,41,15,Perfect strangers,"Jonas Blue, JP. Cooper",Perfect Strangers,"Jonas Blue, JP Cooper",1HBjj22wzbscIZ9sEb5dyf 4kYGAK2zu9EAomwj3hXkXy,196613.0,75.0,Blue,2018-11-09,"dance pop, edm, pop, pop dance, tropical house, uk dance, dance pop, neo mellow, pop, tropical house"
2016,41,16,Don't let me down,"The Chainsmokers, Daya",Don't Let Me Down,"The Chainsmokers, Daya",69GGBxA162lTqCwzJG5jLp 6Dd3NScHWwnW6obMFbl1BH,208373.0,79.0,Don't Let Me Down,2016-02-05,"dance pop, edm, electropop, pop, pop dance, tropical house, alt z, dance pop, edm, electropop, pop, pop dance, post-teen pop, tropical house"
2016,41,17,This is what you came for,"Calvin Harris, Rihanna",This Is What You Came For,"Calvin Harris, Rihanna",7CajNmpbOovFoOoasH2HaY 5pKCCKE2ajJHZ9KAiaK11H,222160.0,81.0,This Is What You Came For,2016-04-29,"dance pop, edm, electro house, house, pop, progressive house, uk dance, barbadian pop, dance pop, pop, urban contemporary"
2016,41,18,One dance,"Drake, Wizkid, Kyla",One Dance,"Drake, Wizkid, Kyla",3TVXtAsR1Inumwj472S9r4 3tVQdUvClmAT7URs9V3rsp 77DAFfvm3O9zT5dIoG0eIO,173986.0,85.0,Views,2016-05-06,"canadian hip hop, canadian pop, hip hop, rap, toronto rap, afro dancehall, afropop, azonto, nigerian hip hop, nigerian pop, uk funky"
2016,41,19,Ride,Twentyøne Piløts,Ride,Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,214506.0,81.0,Blurryface,2015-05-15,"modern rock, rock"
2016,41,20,Side to side,"Ariana Grande, Nicki Minaj",Side To Side,"Ariana Grande, Nicki Minaj",66CXWjxzNUsdJxJ2JdwvnR 0hCNtLu0JehylgoiP8L4Gh,226160.0,67.0,Dangerous Woman,2016-05-20,"dance pop, pop, dance pop, hip pop, pop, queens hip hop, rap"
2016,41,21,Sucker for pain,"Lil Wayne, Imagine Dragons, Ty Dolla $ign, Wiz Khalifa, X Ambassadors, Logic","Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","Lil Wayne, Wiz Khalifa, Imagine Dragons, X Ambassadors, Logic, Ty Dolla $ign",55Aa2cqylxrFIXC767Z865 137W8MRPWKqSmrBGDBFSop 53XhwfbYqKCa1cC15pYq2q 3NPpFNZtSTHheNBaWC82rB 4xRYI6VqpkE3UwrDrAZL8L 7c0XG5cIJTrrAgEC3ULPiq,243490.0,76.0,Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),2016-06-24,"hip hop, new orleans rap, pop rap, rap, trap, dance pop, hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap, modern rock, rock, modern alternative rock, modern rock, pop, pop rap, pop rock, rock, stomp pop, conscious hip hop, dmv rap, hip hop, pop rap, rap, dance pop, hip hop, pop, pop rap, r&b, southern hip hop, trap, trap soul"
2016,41,22,In the name of love,"Martin Garrix, Bebe Rexha",In the Name of Love,"Martin Garrix, Bebe Rexha",60d24wfXkVzDSfLS6hyCjZ 64M6ah0SkkRsnPGtGiRAbb,195706.0,78.0,In the Name of Love,2016-07-29,"dance pop, dutch edm, edm, electro house, pop, pop dance, progressive house, tropical house, dance pop, edm, pop, post-teen pop"
2016,41,23,Into you,Ariana Grande,Into You,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,244453.0,69.0,Dangerous Woman,2016-05-20,"dance pop, pop"
2016,41,24,Too good,"Drake, Rihanna",Too Good,"Drake, Rihanna",3TVXtAsR1Inumwj472S9r4 5pKCCKE2ajJHZ9KAiaK11H,263373.0,74.0,Views,2016-05-06,"canadian hip hop, canadian pop, hip hop, rap, toronto rap, barbadian pop, dance pop, pop, urban contemporary"
2016,41,25,Starving,"Hailee Steinfeld, Grey, Zedd",Starving,"Hailee Steinfeld, Grey, Zedd",5p7f24Rk5HkUZsaS3BLG5F 4lDBihdpMlOalxy1jkUbPl 2qxJFvFYMEDqd7ui6kSAcq,181880.0,74.0,Starving,2016-07-22,"dance pop, pop, post-teen pop, pop edm, complextro, dance pop, edm, electro house, electropop, german techno, pop, pop dance, pop rap, post-teen pop, tropical house"
2016,41,26,Ain't my fault,Zara Larsson,Ain't My Fault,Zara Larsson,1Xylc3o4UrD53lo9CvFvVg,224030.0,68.0,So Good,2017-03-17,"dance pop, edm, electropop, pop, pop dance, post-teen pop, scandipop, swedish electropop, swedish pop, tropical house"
2016,41,27,Broccoli,"D.R.A.M., Lil Yachty",Broccoli,"DRAM, Lil Yachty",5M0lbkGluOPXLeFjApw8r8 6icQOAFXDZKsumw3YXyusw,225205.0,67.0,Broccoli,2016-04-06,"pop rap, rap, underground hip hop, virginia hip hop, atl hip hop, hip hop, melodic rap, rap, trap, underground hip hop"
2016,41,28,Gold,Kiiara,Gold,Kiiara,4u5smJBskI6Adzv08PuiUP,225882.0,62.0,low kii savage,2016-03-22,"alt z, dance pop, electropop, indie poptimism, pop, post-teen pop"
2016,41,29,Needed me,Rihanna,Needed Me,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,191600.0,81.0,ANTI (Deluxe),2016-01-28,"barbadian pop, dance pop, pop, urban contemporary"
2016,41,30,Don't be so shy (Filatov & Karas remix),Imany,Don't Be So Shy - Filatov & Karas Remix,"Imany, Filatov & Karas",74eY8wbrhhVD7pACbBHwHw 5NW2uPFatEKjZQ5gpWD8HO,191371.0,41.0,Don't Be So Shy (Filatov & Karas Remix),2016-10-06,"french indie pop, russian dance, russian edm, russian pop"
2016,41,31,The ocean,"Mike Perry, Shy Martin",The Ocean (feat. Shy Martin),"Mike Perry, shy martin",6lB8vOoI4DRrrVxXwuV19c 7eCmccnRwPmRnWPw61x6jM,183414.0,71.0,The Ocean (feat. Shy Martin),2016-04-15,"dance pop, edm, electro house, pop, pop dance, pop edm, swedish tropical house, tropical house, alt z, australian pop, electropop, pop, post-teen pop, swedish electropop"
2016,41,32,Up&Up,Coldplay,Up&Up,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,405320.0,68.0,A Head Full of Dreams,2015-12-04,"permanent wave, pop"
2016,41,33,Luv,Tory Lanez,LUV,Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,228640.0,67.0,I Told You,2016-08-19,"canadian hip hop, canadian trap, melodic rap, pop, pop rap, r&b, rap, toronto rap, trap"
2016,41,34,Hymn for the weekend,Coldplay,Hymn for the Weekend,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,258266.0,84.0,A Head Full of Dreams,2015-12-04,"permanent wave, pop"
2016,41,35,Good grief,Bastille,Good Grief,Bastille,7EQ0qTo7fWT7DPxmxtSYEc,206493.0,63.0,Wild World (Complete Edition),2016-09-09,"metropopolis, modern rock, pop, pop rock"
2016,41,36,Still falling for you,Ellie Goulding,"Still Falling For You - From ""Bridget Jones's Baby""",Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,240867.0,72.0,"Still Falling For You (From ""Bridget Jones's Baby"" Original Motion Picture Soundtrack)",2016-08-19,"dance pop, edm, electropop, indietronica, metropopolis, pop, post-teen pop, uk pop"
2016,41,37,Perfect illusion,Lady Gaga,Perfect Illusion,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,182000.0,62.0,Joanne (Deluxe),2016-10-21,"art pop, dance pop, pop"
2016,41,38,Panda,Desiigner,Panda,Desiigner,7pFeBzX627ff0VnN6bxPR4,247866.0,67.0,Panda,2016-02-26,"pop rap, rap, trap, underground hip hop, viral trap"
2016,41,39,Lost on you,LP,Lost on You,LP,0J7U24vlOOIeMpuaO6Q85A,268105.0,75.0,Lost on You,2017-05-05,"la pop, women's music"
2016,41,40,This town,Niall Horan,This Town,Niall Horan,1Hsdzj7Dlq2I7tHP7501T4,232852.0,79.0,Flicker (Deluxe),2017-10-20,"dance pop, neo mellow, pop, post-teen pop"
2016,42,1,Closer,"The Chainsmokers, Halsey",Closer,"The Chainsmokers, Halsey",69GGBxA162lTqCwzJG5jLp 26VFTg2z8YR0cCuwLzESi2,244960.0,84.0,Closer,2016-07-29,"dance pop, edm, electropop, pop, pop dance, tropical house, dance pop, electropop, etherpop, indie poptimism, pop"
2016,42,2,Let me love you,"DJ Snake, Justin Bieber",Let Me Love You,"DJ Snake, Justin Bieber",540vIaP2JwjQb9dm3aArA4 1uNFoZAHBGtllmzznpCI3s,205946.0,83.0,Encore,2016-08-05,"dance pop, edm, electronic trap, pop, pop dance, pop rap, canadian pop, pop"
2016,42,3,Cold water,"Major Lazer, Justin Bieber, Mø",Cold Water,"Major Lazer, Justin Bieber, MØ",738wLrAtLtCtFOLvQBXOXp 1uNFoZAHBGtllmzznpCI3s 0bdfiayQAKewqEvaU6rXCv,185360.0,67.0,Cold Water,2016-07-22,"dance pop, edm, electro house, moombahton, pop, pop dance, pop rap, tropical house, canadian pop, pop, dance pop, danish pop, edm, electropop, pop, tropical house"
2016,42,4,Heathens,Twenty One Pilots,Heathens,Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,195920.0,81.0,Heathens,2016-06-16,"modern rock, rock"
2016,42,5,Treat you better,Shawn Mendes,Treat You Better,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,187973.0,83.0,Illuminate,2017-04-20,"canadian pop, dance pop, pop, viral pop"
2016,42,6,Starboy,"The Weeknd, Daft Punk",Starboy,"The Weeknd, Daft Punk",1Xyo4u8uXC1ZmMpatF05PJ 4tZwfgrHOc3mvqYlEYSvVi,230453.0,89.0,Starboy,2016-11-25,"canadian contemporary r&b, canadian pop, pop, electro, filter house"
2016,42,7,The greatest,"Sia, Kendrick Lamar",The Greatest (feat. Kendrick Lamar),"Sia, Kendrick Lamar",5WUlDfRSoLAfcVSX1WnrxN 2YZyLoL8N0Wb9xBt1NhZWg,210226.0,68.0,This Is Acting (Deluxe Version),2016-10-21,"australian dance, australian pop, dance pop, pop, conscious hip hop, hip hop, rap, west coast rap"
2016,42,8,Cheap thrills,Sia feat Sean Paul,Cheap Thrills (feat. Sean Paul),"Sia, Sean Paul",5WUlDfRSoLAfcVSX1WnrxN 3Isy6kedDrgPYoTS1dazA9,224493.0,63.0,This Is Acting (Deluxe Version),2016-10-21,"australian dance, australian pop, dance pop, pop, dance pop, dancehall, pop rap"
2016,42,9,My way,Calvin Harris,My Way,Calvin Harris,7CajNmpbOovFoOoasH2HaY,219159.0,75.0,My Way,2016-09-16,"dance pop, edm, electro house, house, pop, progressive house, uk dance"
2016,42,10,Side to side,"Ariana Grande, Nicki Minaj",Side To Side,"Ariana Grande, Nicki Minaj",66CXWjxzNUsdJxJ2JdwvnR 0hCNtLu0JehylgoiP8L4Gh,226160.0,67.0,Dangerous Woman,2016-05-20,"dance pop, pop, dance pop, hip pop, pop, queens hip hop, rap"
2016,42,11,We don't talk anymore,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),"Charlie Puth, Selena Gomez",6VuMaDnrHyPL1p4EHjYLi7 0C8ZW7ezQVs4URX5aX7Kqx,217706.0,68.0,Nine Track Mind,2016-01-29,"dance pop, pop, viral pop, dance pop, pop, post-teen pop"
2016,42,12,Perfect strangers,"Jonas Blue, JP. Cooper",Perfect Strangers,"Jonas Blue, JP Cooper",1HBjj22wzbscIZ9sEb5dyf 4kYGAK2zu9EAomwj3hXkXy,196613.0,75.0,Blue,2018-11-09,"dance pop, edm, pop, pop dance, tropical house, uk dance, dance pop, neo mellow, pop, tropical house"
2016,42,13,This girl,Kungs vs Cookin' On 3 Burners,This Girl (Kungs Vs. Cookin' On 3 Burners),"Kungs, Cookin' On 3 Burners",7keGfmQR4X5w0two1xKZ7d 726MxZBpkxnnoKl6aN7mmj,195546.0,76.0,Layers,2016-11-04,"edm, pop dance, tropical house, bboy, funk, instrumental funk, modern funk"
